ID_venta;ID_cliente;ID_producto;Cantidad;Precio_total_CLP;Fecha_venta
187;1590;365;34;304765.0;2021-01-08 18:00:00
188;230;307;67;153564.0;2021-01-08 19:00:00
189;1888;20;191;289899.0;2021-01-08 20:00:00
190;1857;403;446;143614.0;2021-01-08 21:00:00
191;1554;341;92;463348.0;2021-01-08 22:00:00
192;1565;7;286;375812.0;2021-01-08 23:00:00
193;1339;144;98;730313.0;2021-01-09 00:00:00
194;464;241;344;663482.0;2021-01-09 01:00:00
195;865;244;450;907099.0;2021-01-09 02:00:00
196;1090;278;495;103199.0;2021-01-09 03:00:00
197;925;168;204;315904.0;2021-01-09 04:00:00
198;1975;412;116;463492.0;2021-01-09 05:00:00
199;1475;294;52;188644.0;2021-01-09 06:00:00
200;600;252;24;462407.0;2021-01-09 07:00:00
201;496;486;348;653151.0;2021-01-09 08:00:00
202;855;355;166;334980.0;2021-01-09 09:00:00
203;1487;444;392;862685.0;2021-01-09 10:00:00
204;342;120;363;188964.0;2021-01-09 11:00:00
205;537;129;23;799165.0;2021-01-09 12:00:00
206;243;224;435;436341.0;2021-01-09 13:00:00
207;482;328;87;49767.0;2021-01-09 14:00:00
208;577;491;146;719638.0;2021-01-09 15:00:00
209;620;319;418;166697.0;2021-01-09 16:00:00
210;1821;440;253;872745.0;2021-01-09 17:00:00
211;677;154;411;613236.0;2021-01-09 18:00:00
212;790;405;256;878261.0;2021-01-09 19:00:00
213;572;80;181;676043.0;2021-01-09 20:00:00
214;1421;379;98;103163.0;2021-01-09 21:00:00
215;1363;174;363;683171.0;2021-01-09 22:00:00
216;1364;194;359;891091.0;2021-01-09 23:00:00
217;245;301;450;815097.0;2021-01-10 00:00:00
218;1795;390;372;207419.0;2021-01-10 01:00:00
219;441;279;450;933547.0;2021-01-10 02:00:00
220;1261;269;404;250539.0;2021-01-10 03:00:00
221;1241;494;226;462965.0;2021-01-10 04:00:00
222;1256;61;128;222532.0;2021-01-10 05:00:00
223;786;227;8;910345.0;2021-01-10 06:00:00
224;167;376;182;625033.0;2021-01-10 07:00:00
225;766;369;448;523788.0;2021-01-10 08:00:00
226;1617;249;202;819823.0;2021-01-10 09:00:00
227;1335;335;182;999766.0;2021-01-10 10:00:00
228;1403;201;290;458674.0;2021-01-10 11:00:00
229;1280;115;393;423161.0;2021-01-10 12:00:00
230;712;268;308;624108.0;2021-01-10 13:00:00
231;588;237;282;746469.0;2021-01-10 14:00:00
232;143;474;422;377028.0;2021-01-10 15:00:00
233;485;274;76;513400.0;2021-01-10 16:00:00
234;1708;488;61;772577.0;2021-01-10 17:00:00
235;1356;278;329;943411.0;2021-01-10 18:00:00
236;321;272;357;417712.0;2021-01-10 19:00:00
237;1712;400;223;492758.0;2021-01-10 20:00:00
238;1295;14;344;551668.0;2021-01-10 21:00:00
239;1311;39;315;657490.0;2021-01-10 22:00:00
240;1072;20;307;267336.0;2021-01-10 23:00:00
241;172;226;463;523545.0;2021-01-11 00:00:00
242;514;289;424;138333.0;2021-01-11 01:00:00
243;471;339;214;320299.0;2021-01-11 02:00:00
244;1847;276;138;398601.0;2021-01-11 03:00:00
245;1983;111;235;746028.0;2021-01-11 04:00:00
246;1317;444;339;932075.0;2021-01-11 05:00:00
247;932;450;432;100698.0;2021-01-11 06:00:00
248;1946;316;166;452644.0;2021-01-11 07:00:00
249;154;171;339;734998.0;2021-01-11 08:00:00
250;1172;183;69;652709.0;2021-01-11 09:00:00
251;669;187;194;659043.0;2021-01-11 10:00:00
252;1272;285;469;559320.0;2021-01-11 11:00:00
253;1259;155;340;583905.0;2021-01-11 12:00:00
254;37;243;114;223406.0;2021-01-11 13:00:00
255;1112;66;492;684071.0;2021-01-11 14:00:00
256;1208;111;3;843672.0;2021-01-11 15:00:00
257;399;500;350;177752.0;2021-01-11 16:00:00
258;1788;56;20;;2021-01-11 17:00:00
259;1557;211;108;523362.0;2021-01-11 18:00:00
260;1985;439;339;499031.0;2021-01-11 19:00:00
261;1151;315;437;57513.0;2021-01-11 20:00:00
262;781;276;266;592579.0;2021-01-11 21:00:00
263;483;52;108;311625.0;2021-01-11 22:00:00
264;828;183;260;500247.0;2021-01-11 23:00:00
265;429;179;270;104423.0;2021-01-12 00:00:00
266;1114;160;216;688973.0;2021-01-12 01:00:00
267;1860;357;417;893588.0;2021-01-12 02:00:00
268;81;129;364;199021.0;2021-01-12 03:00:00
269;1640;160;113;423205.0;2021-01-12 04:00:00
270;523;244;3;401765.0;2021-01-12 05:00:00
271;687;234;370;116977.0;2021-01-12 06:00:00
272;1619;161;212;568962.0;2021-01-12 07:00:00
273;1346;106;140;846729.0;2021-01-12 08:00:00
274;826;44;251;722154.0;2021-01-12 09:00:00
275;578;54;35;766889.0;2021-01-12 10:00:00
276;384;290;411;172061.0;2021-01-12 11:00:00
277;544;20;323;227981.0;2021-01-12 12:00:00
278;1199;464;306;529910.0;2021-01-12 13:00:00
279;1719;425;489;326612.0;2021-01-12 14:00:00
280;306;488;337;158038.0;2021-01-12 15:00:00
281;119;297;5;875498.0;2021-01-12 16:00:00
282;1483;343;107;370298.0;2021-01-12 17:00:00
283;909;224;279;995569.0;2021-01-12 18:00:00
284;1992;227;302;354654.0;2021-01-12 19:00:00
285;624;324;312;126110.0;2021-01-12 20:00:00
286;1157;356;315;406427.0;2021-01-12 21:00:00
287;303;359;125;569906.0;2021-01-12 22:00:00
288;1001;434;293;426199.0;2021-01-12 23:00:00
289;449;386;244;566176.0;2021-01-13 00:00:00
290;1775;363;286;831611.0;2021-01-13 01:00:00
291;988;71;62;432378.0;2021-01-13 02:00:00
292;581;313;233;797969.0;2021-01-13 03:00:00
293;1636;25;377;110171.0;2021-01-13 04:00:00
294;1525;496;301;123100.0;2021-01-13 05:00:00
295;797;390;499;601903.0;2021-01-13 06:00:00
296;1044;465;497;876009.0;2021-01-13 07:00:00
297;1241;433;489;48460.0;2021-01-13 08:00:00
298;1330;192;456;81240.0;2021-01-13 09:00:00
299;332;102;430;670081.0;2021-01-13 10:00:00
300;1500;443;73;914666.0;2021-01-13 11:00:00
301;663;170;195;881114.0;2021-01-13 12:00:00
302;1527;140;206;387718.0;2021-01-13 13:00:00
303;559;55;457;270563.0;2021-01-13 14:00:00
304;16;280;186;911477.0;2021-01-13 15:00:00
305;291;233;38;535353.0;2021-01-13 16:00:00
306;868;423;135;637935.0;2021-01-13 17:00:00
307;1068;82;447;367058.0;2021-01-13 18:00:00
308;658;80;203;576962.0;2021-01-13 19:00:00
309;1116;474;273;171849.0;2021-01-13 20:00:00
310;591;362;32;204141.0;2021-01-13 21:00:00
311;906;358;409;293631.0;2021-01-13 22:00:00
312;719;16;241;827116.0;2021-01-13 23:00:00
313;710;340;375;553397.0;2021-01-14 00:00:00
314;7;324;235;750033.0;2021-01-14 01:00:00
315;823;474;47;338449.0;2021-01-14 02:00:00
316;849;279;98;171310.0;2021-01-14 03:00:00
317;1847;166;130;65287.0;2021-01-14 04:00:00
318;1732;254;235;256969.0;2021-01-14 05:00:00
319;1013;40;175;949380.0;2021-01-14 06:00:00
320;343;461;48;543357.0;2021-01-14 07:00:00
321;1815;199;462;587583.0;2021-01-14 08:00:00
322;1732;34;203;713108.0;2021-01-14 09:00:00
323;964;373;286;183003.0;2021-01-14 10:00:00
324;754;431;203;537437.0;2021-01-14 11:00:00
325;1841;475;257;46309.0;2021-01-14 12:00:00
326;927;463;183;589225.0;2021-01-14 13:00:00
327;1268;246;344;527147.0;2021-01-14 14:00:00
328;1254;310;168;49626.0;2021-01-14 15:00:00
329;1019;362;145;914226.0;2021-01-14 16:00:00
330;1900;124;194;56870.0;2021-01-14 17:00:00
331;274;446;409;922661.0;2021-01-14 18:00:00
332;1649;189;209;258272.0;2021-01-14 19:00:00
333;1585;41;152;860281.0;2021-01-14 20:00:00
334;1789;495;407;486437.0;2021-01-14 21:00:00
335;1606;154;385;104598.0;2021-01-14 22:00:00
336;911;80;57;894746.0;2021-01-14 23:00:00
337;802;238;139;388777.0;2021-01-15 00:00:00
338;1695;41;323;700716.0;2021-01-15 01:00:00
339;1216;261;100;478183.0;2021-01-15 02:00:00
340;182;276;408;369273.0;2021-01-15 03:00:00
341;345;421;9;96650.0;2021-01-15 04:00:00
342;1724;62;10;63352.0;2021-01-15 05:00:00
343;211;134;160;163183.0;2021-01-15 06:00:00
344;340;449;23;428207.0;2021-01-15 07:00:00
345;993;471;400;24111.0;2021-01-15 08:00:00
346;1425;494;333;721086.0;2021-01-15 09:00:00
347;1783;239;488;804945.0;2021-01-15 10:00:00
348;407;313;370;338802.0;2021-01-15 11:00:00
349;1663;357;181;763432.0;2021-01-15 12:00:00
350;910;84;437;638865.0;2021-01-15 13:00:00
351;323;205;169;785214.0;2021-01-15 14:00:00
352;1941;300;292;153492.0;2021-01-15 15:00:00
353;385;314;148;467597.0;2021-01-15 16:00:00
354;596;409;332;627376.0;2021-01-15 17:00:00
355;1594;294;196;937393.0;2021-01-15 18:00:00
356;917;292;456;314786.0;2021-01-15 19:00:00
357;926;152;376;449716.0;2021-01-15 20:00:00
358;527;144;361;610298.0;2021-01-15 21:00:00
359;1952;330;441;46872.0;2021-01-15 22:00:00
360;855;72;395;934771.0;2021-01-15 23:00:00
361;660;464;89;174288.0;2021-01-16 00:00:00
362;1198;340;283;843562.0;2021-01-16 01:00:00
363;35;97;215;387977.0;2021-01-16 02:00:00
364;730;475;231;716206.0;2021-01-16 03:00:00
365;1964;282;114;974705.0;2021-01-16 04:00:00
366;593;190;452;305890.0;2021-01-16 05:00:00
367;598;190;366;238879.0;2021-01-16 06:00:00
368;66;219;44;808902.0;2021-01-16 07:00:00
369;1620;256;198;42828.0;2021-01-16 08:00:00
370;241;202;330;415299.0;2021-01-16 09:00:00
371;560;78;218;42505.0;2021-01-16 10:00:00
372;1441;21;411;743736.0;2021-01-16 11:00:00
373;700;435;429;799538.0;2021-01-16 12:00:00
374;1716;260;198;679510.0;2021-01-16 13:00:00
375;52;325;479;487692.0;2021-01-16 14:00:00
376;1080;485;400;837156.0;2021-01-16 15:00:00
377;914;396;339;745006.0;2021-01-16 16:00:00
378;865;397;142;266425.0;2021-01-16 17:00:00
379;1489;43;365;158561.0;2021-01-16 18:00:00
380;1973;375;137;621482.0;2021-01-16 19:00:00
381;916;480;117;727797.0;2021-01-16 20:00:00
382;1908;415;161;30468.0;2021-01-16 21:00:00
383;1016;203;48;809100.0;2021-01-16 22:00:00
384;1444;409;151;732285.0;2021-01-16 23:00:00
385;761;292;326;350361.0;2021-01-17 00:00:00
386;21;241;154;834912.0;2021-01-17 01:00:00
387;803;432;170;734900.0;2021-01-17 02:00:00
388;1589;19;444;70051.0;2021-01-17 03:00:00
389;1221;115;294;136572.0;2021-01-17 04:00:00
390;780;137;160;930333.0;2021-01-17 05:00:00
391;457;434;428;850109.0;2021-01-17 06:00:00
392;1904;192;369;844534.0;2021-01-17 07:00:00
393;1741;280;332;852541.0;2021-01-17 08:00:00
394;1187;111;492;111773.0;2021-01-17 09:00:00
395;1366;404;312;618491.0;2021-01-17 10:00:00
396;1296;422;432;849824.0;2021-01-17 11:00:00
397;717;17;142;780407.0;2021-01-17 12:00:00
398;1690;241;185;;2021-01-17 13:00:00
399;1976;136;246;869636.0;2021-01-17 14:00:00
400;580;32;8;254817.0;2021-01-17 15:00:00
401;1024;279;114;835740.0;2021-01-17 16:00:00
402;662;400;320;634639.0;2021-01-17 17:00:00
403;39;339;363;404437.0;2021-01-17 18:00:00
404;1947;127;50;303702.0;2021-01-17 19:00:00
405;1771;486;487;851098.0;2021-01-17 20:00:00
406;1244;258;448;343158.0;2021-01-17 21:00:00
407;315;382;158;681085.0;2021-01-17 22:00:00
408;250;458;264;354922.0;2021-01-17 23:00:00
409;1621;314;499;891406.0;2021-01-18 00:00:00
410;1422;191;78;977441.0;2021-01-18 01:00:00
411;1292;124;225;542066.0;2021-01-18 02:00:00
412;1603;15;404;651813.0;2021-01-18 03:00:00
413;1581;314;251;24306.0;2021-01-18 04:00:00
414;1541;478;349;636217.0;2021-01-18 05:00:00
415;795;111;232;268804.0;2021-01-18 06:00:00
416;219;18;275;865252.0;2021-01-18 07:00:00
417;715;165;474;981831.0;2021-01-18 08:00:00
418;1044;55;11;860300.0;2021-01-18 09:00:00
419;1188;250;303;495320.0;2021-01-18 10:00:00
420;1205;28;444;235260.0;2021-01-18 11:00:00
421;1807;206;249;77382.0;2021-01-18 12:00:00
422;1200;213;296;199822.0;2021-01-18 13:00:00
423;612;236;248;381581.0;2021-01-18 14:00:00
424;594;42;96;444251.0;2021-01-18 15:00:00
425;432;281;402;996207.0;2021-01-18 16:00:00
426;1221;133;436;763891.0;2021-01-18 17:00:00
427;1645;118;314;245694.0;2021-01-18 18:00:00
428;506;322;74;444205.0;2021-01-18 19:00:00
429;1973;313;143;674794.0;2021-01-18 20:00:00
430;81;151;428;793555.0;2021-01-18 21:00:00
431;1956;392;87;673823.0;2021-01-18 22:00:00
432;630;92;336;96457.0;2021-01-18 23:00:00
433;1847;317;96;802182.0;2021-01-19 00:00:00
434;1891;320;428;680402.0;2021-01-19 01:00:00
435;1721;472;179;569187.0;2021-01-19 02:00:00
436;1394;436;243;959373.0;2021-01-19 03:00:00
437;122;200;2;636227.0;2021-01-19 04:00:00
438;1473;252;84;429680.0;2021-01-19 05:00:00
439;809;283;60;350515.0;2021-01-19 06:00:00
440;581;166;15;755210.0;2021-01-19 07:00:00
441;1387;196;400;542804.0;2021-01-19 08:00:00
442;588;181;130;201276.0;2021-01-19 09:00:00
443;146;175;116;982029.0;2021-01-19 10:00:00
444;1420;184;249;592507.0;2021-01-19 11:00:00
445;992;111;47;255442.0;2021-01-19 12:00:00
446;33;264;233;325570.0;2021-01-19 13:00:00
447;362;321;125;92292.0;2021-01-19 14:00:00
448;231;184;62;521149.0;2021-01-19 15:00:00
449;1065;203;296;973990.0;2021-01-19 16:00:00
450;638;117;83;440192.0;2021-01-19 17:00:00
451;50;84;130;;2021-01-19 18:00:00
452;1042;394;103;622817.0;2021-01-19 19:00:00
453;863;370;99;676219.0;2021-01-19 20:00:00
454;274;278;466;16464.0;2021-01-19 21:00:00
455;1734;194;91;801335.0;2021-01-19 22:00:00
456;790;146;369;675344.0;2021-01-19 23:00:00
457;1288;477;157;162061.0;2021-01-20 00:00:00
458;1429;419;49;516280.0;2021-01-20 01:00:00
459;911;329;167;34522.0;2021-01-20 02:00:00
460;1243;48;326;166483.0;2021-01-20 03:00:00
461;1816;372;111;144721.0;2021-01-20 04:00:00
462;446;4;156;673316.0;2021-01-20 05:00:00
463;526;471;377;692912.0;2021-01-20 06:00:00
464;41;57;219;699564.0;2021-01-20 07:00:00
465;1382;226;148;246259.0;2021-01-20 08:00:00
466;44;393;243;686497.0;2021-01-20 09:00:00
467;1736;436;217;770843.0;2021-01-20 10:00:00
468;1171;499;302;304197.0;2021-01-20 11:00:00
469;1177;184;23;686748.0;2021-01-20 12:00:00
470;517;425;398;989874.0;2021-01-20 13:00:00
471;1852;316;307;972181.0;2021-01-20 14:00:00
472;1144;402;422;875665.0;2021-01-20 15:00:00
473;946;206;14;172711.0;2021-01-20 16:00:00
474;142;342;442;404125.0;2021-01-20 17:00:00
475;840;254;156;133140.0;2021-01-20 18:00:00
476;40;419;269;830255.0;2021-01-20 19:00:00
477;1097;463;335;10414.0;2021-01-20 20:00:00
478;1156;407;49;266500.0;2021-01-20 21:00:00
479;806;50;409;301944.0;2021-01-20 22:00:00
480;435;255;393;471795.0;2021-01-20 23:00:00
481;1916;64;97;458815.0;2021-01-21 00:00:00
482;15;1;47;315506.0;2021-01-21 01:00:00
483;433;479;427;532294.0;2021-01-21 02:00:00
484;1802;10;413;825820.0;2021-01-21 03:00:00
485;449;195;170;82544.0;2021-01-21 04:00:00
486;357;375;496;138387.0;2021-01-21 05:00:00
487;1422;22;74;505534.0;2021-01-21 06:00:00
488;425;456;101;577863.0;2021-01-21 07:00:00
489;823;35;174;356053.0;2021-01-21 08:00:00
490;1117;254;449;551252.0;2021-01-21 09:00:00
491;1166;415;425;990585.0;2021-01-21 10:00:00
492;538;67;109;926266.0;2021-01-21 11:00:00
493;353;235;72;695888.0;2021-01-21 12:00:00
494;1219;499;140;685508.0;2021-01-21 13:00:00
495;1918;151;51;447391.0;2021-01-21 14:00:00
496;1361;257;344;225365.0;2021-01-21 15:00:00
497;260;429;340;751276.0;2021-01-21 16:00:00
498;1712;413;414;846996.0;2021-01-21 17:00:00
499;169;186;78;434434.0;2021-01-21 18:00:00
500;141;233;118;343928.0;2021-01-21 19:00:00
501;340;388;440;557347.0;2021-01-21 20:00:00
502;808;294;195;92677.0;2021-01-21 21:00:00
503;1659;408;299;688369.0;2021-01-21 22:00:00
504;1709;355;313;32189.0;2021-01-21 23:00:00
505;1598;236;315;142732.0;2021-01-22 00:00:00
506;813;345;267;441283.0;2021-01-22 01:00:00
507;728;171;207;586514.0;2021-01-22 02:00:00
508;1038;19;466;967699.0;2021-01-22 03:00:00
509;1294;213;71;210634.0;2021-01-22 04:00:00
510;912;55;222;293608.0;2021-01-22 05:00:00
511;687;281;263;13866.0;2021-01-22 06:00:00
512;962;471;189;983539.0;2021-01-22 07:00:00
513;1362;425;332;978672.0;2021-01-22 08:00:00
514;709;444;400;134877.0;2021-01-22 09:00:00
515;717;322;125;363184.0;2021-01-22 10:00:00
516;800;344;98;926920.0;2021-01-22 11:00:00
517;1680;287;239;653292.0;2021-01-22 12:00:00
518;1069;236;331;782192.0;2021-01-22 13:00:00
519;85;52;318;474767.0;2021-01-22 14:00:00
520;1639;122;490;575155.0;2021-01-22 15:00:00
521;1053;451;446;748499.0;2021-01-22 16:00:00
522;1934;408;278;610482.0;2021-01-22 17:00:00
523;510;403;111;697563.0;2021-01-22 18:00:00
524;260;106;237;433301.0;2021-01-22 19:00:00
525;1594;130;333;638726.0;2021-01-22 20:00:00
